#ZIPCODE,CITY,AREA,ROAD,CMP_LABLE,EVEN,LANE,LANE1,ALLEY,ALLEY1,NO_BGN,NO_BGN1,NO_END,NO_END1,FLOOR,FLOOR1,SCOOP,ROAD_NO,EXP,RMK
811,高雄市,楠梓區,左楠路,0,,,,0,,,0,,0,,,全,201001,,0000000000
813,高雄市,左營區,左營下路,0,,,,0,,,0,,0,,,全,201031,,0000000000
813,高雄市,左營區,左營大路,0,,,,0,,,0,,0,,,全,201061,,0000000000
801,高雄市,前金區,市中一路　　　,6,1,,,0,,1,0,243,0,,,"單   1號至 243號",xxxxxx,,0001000000
801,高雄市,前金區,市中一路　　　,7,2,,,0,,2,0,292,0,,,"雙   2號至 292號",xxxxxx,,0002000000
807,高雄市,三民區,市中一路　　　　,7,2,,,0,,302,0,9998,0,,,"雙 302號以上",xxxxxx,,0302000000
807,高雄市,三民區,市中一路　　　　,6,1,,,0,,339,0,9999,0,,,"單 339號以上",xxxxxx,,0339000000
812,高雄市,小港區,平心街,0,,,,0,,,0,,0,,,全,203131,,0000000000
812,高雄市,小港區,平正街,0,,,,0,,,0,,0,,,全,203191,,0000000000
812,高雄市,小港區,平和一路,0,,,,0,,,0,,0,,,全,203821,,0000000000
812,高雄市,小港區,平和七路,0,,,,0,,,0,,0,,,全,204121,,0000000000
812,高雄市,小港區,平和九路,0,,,,0,,,0,,0,,,全,204211,,0000000000
812,高雄市,小港區,平和二路,0,,,,0,,,0,,0,,,全,203881,,0000000000
812,高雄市,小港區,平和十路,0,,,,0,,,0,,0,,,全,204271,,0000000000
812,高雄市,小港區,平和五路,0,,,,0,,,0,,0,,,全,204001,,0000000000
812,高雄市,小港區,平和六路,0,,,,0,,,0,,0,,,全,204061,,0000000000
812,高雄市,小港區,平和四路,0,,,,0,,,0,,0,,,全,203941,,0000000000
812,高雄市,小港區,平和西路,0,,,,0,,,0,,0,,,全,204451,,0000000000
812,高雄市,小港區,平和東路,0,,,,0,,,0,,0,,,全,204511,,0000000000
812,高雄市,小港區,平和南路,0,,,,0,,,0,,0,,,全,204541,,0000000000
812,高雄市,小港區,平和路,0,,,,0,,,0,,0,,,全,204631,,0000000000
812,高雄市,小港區,平治街,0,,,,0,,,0,,0,,,全,204961,,0000000000
812,高雄市,小港區,平格街,0,,,,0,,,0,,0,,,全,205201,,0000000000
807,高雄市,三民區,平等路,0,,,,0,,,0,,0,,,全,205951,,0000000000
812,高雄市,小港區,平誠街,0,,,,0,,,0,,0,,,全,206371,,0000000000
806,高雄市,前鎮區,平樂街,0,,,,0,,,0,,0,,,全,206611,,0000000000
803,高雄市,鹽埕區,必忠街,0,,,,0,,,0,,0,,,全,208111,,0000000000
803,高雄市,鹽埕區,必信街,0,,,,0,,,0,,0,,,全,208141,,0000000000
807,高雄市,三民區,本松街,0,,,,0,,,0,,0,,,全,209071,,0000000000
807,高雄市,三民區,本館路,7,2,,,0,,600,0,9998,0,,,"雙 600號以上",210001,,0600000000
807,高雄市,三民區,本館路,6,1,,,0,,601,0,9999,0,,,"單 601號以上",210001,,0601000000
802,高雄市,苓雅區,正大路,0,,,,0,,,0,,0,,,全,210421,,0000000000
813,高雄市,左營區,正心路,0,,,,0,,,0,,0,,,全,210721,,0000000000
806,高雄市,前鎮區,正安街,0,,,,0,,,0,,0,,,全,211021,,0000000000
802,高雄市,苓雅區,正言路,0,,,,0,,,0,,0,,,全,211081,,0000000000
807,高雄市,三民區,正忠路,0,,,,0,,,0,,0,,,全,211201,,0000000000
807,高雄市,三民區,正氣街,0,,,,0,,,0,,0,,,全,211801,,0000000000
802,高雄市,苓雅區,正順街,0,,,,0,,,0,,0,,,全,212161,,0000000000
802,高雄市,苓雅區,正義路　　,6,1,,,0,,1,0,309,0,,,"單   1號至 309號",xxxxxx,,0001000000
802,高雄市,苓雅區,正義路　　,7,2,,,0,,2,0,308,0,,,"雙   2號至 308號",xxxxxx,,0002000000
807,高雄市,三民區,正義路　　,6,1,,,0,,311,0,9999,0,,,"單 311號以上",xxxxxx,,0311000000
804,高雄市,鼓山區,正德路,0,,,,0,,,0,,0,,,全,213421,,0000000000
807,高雄市,三民區,正興路,0,,,,0,,,0,,0,,,全,213571,,0000000000
807,高雄市,三民區,正豐街,0,,,,0,,,0,,0,,,全,213631,,0000000000
800,高雄市,新興區,民主路,0,,,,0,,,0,,0,,,全,214441,,0000000000
800,高雄市,新興區,民主橫路,0,,,,0,,,0,,0,,,全,214471,,0000000000
807,高雄市,三民區,民本街,0,,,,0,,,0,,0,,,全,214501,,0000000000
800,高雄市,新興區,民生一路,0,,,,0,,,0,,0,,,全,214621,,0000000000
800,高雄市,新興區,民生二路　　　,7,2,,,0,,2,0,56,0,,,"雙   2號至  56號",xxxxxx,,0002000000
801,高雄市,前金區,民生二路　　　,6,1,,,0,,11,0,9999,0,,,"單  11號以上",xxxxxx,,0011000000
801,高雄市,前金區,民生二路　　　　,7,2,,,0,,58,0,9998,0,,,"雙  58號以上",xxxxxx,,0058000000
800,高雄市,新興區,民生新村,0,,,,0,,,0,,0,,,全,215641,,0000000000
807,高雄市,三民區,民成街,0,,,,0,,,0,,0,,,全,217021,,0000000000
800,高雄市,新興區,民有街,0,,,,0,,,0,,0,,,全,217561,,0000000000
804,高雄市,鼓山區,民利街,0,,,,0,,,0,,0,,,全,217771,,0000000000
807,高雄市,三民區,民壯路,0,,,,0,,,0,,0,,,全,217831,,0000000000
807,高雄市,三民區,民孝路,0,,,,0,,,0,,0,,,全,217891,,0000000000
800,高雄市,新興區,民享街,0,,,,0,,,0,,0,,,全,218311,,0000000000
807,高雄市,三民區,民和街,0,,,,0,,,0,,0,,,全,218461,,0000000000
811,高雄市,楠梓區,民昌街,0,,,,0,,,0,,0,,,全,218551,,0000000000
812,高雄市,小港區,民治街,0,,,,0,,,0,,0,,,全,219331,,0000000000
807,高雄市,三民區,民信路,0,,,,0,,,0,,0,,,全,219421,,0000000000
804,高雄市,鼓山區,民泰街,0,,,,0,,,0,,0,,,全,219691,,0000000000
812,高雄市,小港區,民益路,0,,,,0,,,0,,0,,,全,219721,,0000000000
812,高雄市,小港區,民航一街,0,,,,0,,,0,,0,,,全,219751,,0000000000
812,高雄市,小港區,民航二街,0,,,,0,,,0,,0,,,全,219781,,0000000000
812,高雄市,小港區,民航三街,0,,,,0,,,0,,0,,,全,219811,,0000000000
804,高雄市,鼓山區,民康街,0,,,,0,,,0,,0,,,全,219991,,0000000000
804,高雄市,鼓山區,民強街,0,,,,0,,,0,,0,,,全,220021,,0000000000
807,高雄市,三民區,民族一路,W,0,1,,0,,0,0,,0,,,"　   1巷全",220171,,0001000000
807,高雄市,三民區,民族一路,6,1,,,0,,3,0,637,0,,,"單   3號至 637號",220171,,0003000000
813,高雄市,左營區,民族一路,6,1,,,0,,651,0,9999,0,,,"單 651號以上",220171,,0651000000
807,高雄市,三民區,民族一路　　　,7,2,,,0,,2,0,900,0,,,"雙   2號至 900號",xxxxxx,,0002000000
813,高雄市,左營區,民族一路　　　,7,2,,,0,,912,0,1092,0,,,"雙 912號至1092號",xxxxxx,,0912000000
800,高雄市,新興區,民族二路　　　,6,1,,,0,,1,0,255,0,,,"單   1號至 255號",xxxxxx,,0001000000
802,高雄市,苓雅區,民族二路　　　,7,2,,,0,,2,0,16,0,,,"雙   2號至  16號",xxxxxx,,0002000000
800,高雄市,新興區,民族二路　　　,7,2,,,0,,18,0,9998,0,,,"雙  18號以上",xxxxxx,,0018000000
807,高雄市,三民區,民族二路　　　,6,1,,,0,,281,0,285,0,,,"單 281號至 285號",xxxxxx,,0281000000
807,高雄市,三民區,民祥街,0,,,,0,,,0,,0,,,全,221551,,0000000000
804,高雄市,鼓山區,民富街,0,,,,0,,,0,,0,,,全,222121,,0000000000
807,高雄市,三民區,民業路,0,,,,0,,,0,,0,,,全,222871,,0000000000
806,高雄市,前鎮區,民瑞街,0,,,,0,,,0,,0,,,全,222931,,0000000000
812,高雄市,小港區,民義街,0,,,,0,,,0,,0,,,全,222961,,0000000000
806,高雄市,前鎮區,民裕街,0,,,,0,,,0,,0,,,全,223141,,0000000000
806,高雄市,前鎮區,民壽街,0,,,,0,,,0,,0,,,全,223321,,0000000000
804,高雄市,鼓山區,民樂街,0,,,,0,,,0,,0,,,全,223741,,0000000000
806,高雄市,前鎮區,民興街,0,,,,0,,,0,,0,,,全,223891,,0000000000
807,高雄市,三民區,民禮路,0,,,,0,,,0,,0,,,全,223951,,0000000000
806,高雄市,前鎮區,民豐街,0,,,,0,,,0,,0,,,全,224071,,0000000000
807,高雄市,三民區,民豐路,0,,,,0,,,0,,0,,,全,224101,,0000000000
802,高雄市,苓雅區,民權一路,6,1,,,0,,1,0,97,0,,,"單   1號至  97號",224191,,0001000000
802,高雄市,苓雅區,民權一路　　　,2,2,,,0,,,0,,0,,,雙全,xxxxxx,,0000000000
800,高雄市,新興區,民權一路　　　　,6,1,,,0,,221,0,9999,0,,,"單 221號以上",xxxxxx,,0221000000
806,高雄市,前鎮區,民權二路,0,,,,0,,,0,,0,,,全,224251,,0000000000
800,高雄市,新興區,民權街,0,,,,0,,,0,,0,,,全,224971,,0000000000
802,高雄市,苓雅區,永平路,0,,,,0,,,0,,0,,,全,226531,,0000000000
812,高雄市,小港區,永光街,0,,,,0,,,0,,0,,,全,226741,,0000000000
807,高雄市,三民區,永吉街,0,,,,0,,,0,,0,,,全,227131,,0000000000
805,高雄市,旗津區,永安巷,0,,,,0,,,0,,0,,,全,227851,,0000000000
807,高雄市,三民區,永年街,0,,,,0,,,0,,0,,,全,228001,,0000000000
812,高雄市,小港區,永和街,0,,,,0,,,0,,0,,,全,228781,,0000000000
802,高雄市,苓雅區,永定街,0,,,,0,,,0,,0,,,全,229711,,0000000000
812,高雄市,小港區,永忠街,0,,,,0,,,0,,0,,,全,229771,,0000000000
802,高雄市,苓雅區,永昌街,0,,,,0,,,0,,0,,,全,230071,,0000000000
802,高雄市,苓雅區,永明街,0,,,,0,,,0,,0,,,全,230131,,0000000000
801,高雄市,前金區,永恆街,0,,,,0,,,0,,0,,,全,230791,,0000000000
812,高雄市,小港區,永春街,0,,,,0,,,0,,0,,,全,231361,,0000000000
802,高雄市,苓雅區,永泰路,0,,,,0,,,0,,0,,,全,232021,,0000000000
802,高雄市,苓雅區,永康街,0,,,,0,,,0,,0,,,全,232321,,0000000000
802,高雄市,苓雅區,永富街,0,,,,0,,,0,,0,,,全,232801,,0000000000
812,高雄市,小港區,永順街,0,,,,0,,,0,,0,,,全,234001,,0000000000
812,高雄市,小港區,永義街,0,,,,0,,,0,,0,,,全,234901,,0000000000
802,高雄市,苓雅區,永裕街,0,,,,0,,,0,,0,,,全,234991,,0000000000
802,高雄市,苓雅區,永靖街,0,,,,0,,,0,,0,,,全,235141,,0000000000
802,高雄市,苓雅區,永福街,0,,,,0,,,0,,0,,,全,235651,,0000000000
804,高雄市,鼓山區,永德街,0,,,,0,,,0,,0,,,全,235891,,0000000000
802,高雄市,苓雅區,永樂街,0,,,,0,,,0,,0,,,全,236191,,0000000000
805,高雄市,旗津區,永興巷,0,,,,0,,,0,,0,,,全,236881,,0000000000
802,高雄市,苓雅區,永興街,0,,,,0,,,0,,0,,,全,236911,,0000000000
806,高雄市,前鎮區,永豐路,0,,,,0,,,0,,0,,,全,237511,,0000000000
811,高雄市,楠梓區,玉田街,0,,,,0,,,0,,0,,,全,238321,,0000000000
800,高雄市,新興區,玉竹一街,0,,,,0,,,0,,0,,,全,238651,,0000000000
800,高雄市,新興區,玉竹二街,0,,,,0,,,0,,0,,,全,238681,,0000000000
800,高雄市,新興區,玉竹三街,0,,,,0,,,0,,0,,,全,238711,,0000000000
812,高雄市,小港區,玉豐街,0,,,,0,,,0,,0,,,全,240511,,0000000000
803,高雄市,鹽埕區,田單街,0,,,,0,,,0,,0,,,全,245311,,0000000000
807,高雄市,三民區,立人街,0,,,,0,,,0,,0,,,全,254341,,0000000000
813,高雄市,左營區,立大路,0,,,,0,,,0,,0,,,全,254401,,0000000000
813,高雄市,左營區,立文路,0,,,,0,,,0,,0,,,全,254941,,0000000000
811,高雄市,楠梓區,立民街,0,,,,0,,,0,,0,,,全,255031,,0000000000
807,高雄市,三民區,立志街,0,,,,0,,,0,,0,,,全,255211,,0000000000
807,高雄市,三民區,立忠路,0,,,,0,,,0,,0,,,全,255301,,0000000000
807,高雄市,三民區,立強街,0,,,,0,,,0,,0,,,全,255601,,0000000000
813,高雄市,左營區,立莊路,0,,,,0,,,0,,0,,,全,255661,,0000000000
807,高雄市,三民區,立富街,0,,,,0,,,0,,0,,,全,255691,,0000000000
806,高雄市,前鎮區,立業一路,0,,,,0,,,0,,0,,,全,xxxxxx,,0000000000
806,高雄市,前鎮區,立業二路,0,,,,0,,,0,,0,,,全,xxxxxx,,0000000000
812,高雄市,小港區,立群街,0,,,,0,,,0,,0,,,全,255991,,0000000000
813,高雄市,左營區,立道路,0,,,,0,,,0,,0,,,全,256111,,0000000000
807,高雄市,三民區,立德街,0,,,,0,,,0,,0,,,全,256591,,0000000000
804,高雄市,鼓山區,伊犁街,0,,,,0,,,0,,0,,,全,256921,,0000000000
812,高雄市,小港區,光和路,0,,,,0,,,0,,0,,,全,258841,,0000000000
801,高雄市,前金區,光明街,6,1,,,0,,1,0,77,0,,,"單   1號至  77號",259951,,0001000000
801,高雄市,前金區,光明街,7,2,,,0,,2,0,80,0,,,"雙   2號至  80號",259951,,0002000000
802,高雄市,苓雅區,光明街,6,1,,,0,,81,0,9999,0,,,"單  81號以上",259951,,0081000000
811,高雄市,楠梓區,光明新村,0,,,,0,,,0,,0,,,全,259981,,0000000000
807,高雄市,三民區,光武路,0,,,,0,,,0,,0,,,全,260851,,0000000000
812,高雄市,小港區,光盛街,0,,,,0,,,0,,0,,,全,261331,,0000000000
807,高雄市,三民區,光富路,0,,,,0,,,0,,0,,,全,261361,,0000000000
801,高雄市,前金區,光復一街,0,,,,0,,,0,,0,,,全,261421,,0000000000
801,高雄市,前金區,光復二街,0,,,,0,,,0,,0,,,全,261481,,0000000000
801,高雄市,前金區,光復三街,0,,,,0,,,0,,0,,,全,261541,,0000000000
802,高雄市,苓雅區,光華一路,2,2,,,0,,,0,,0,,,雙全,262411,,0000000000
802,高雄市,苓雅區,光華一路,6,1,,,0,,1,0,365,0,,,"單   1號至 365號",262411,,0001000000
800,高雄市,新興區,光華一路,6,1,,,0,,371,0,9999,0,,,"單 371號以上",262411,,0371000000
806,高雄市,前鎮區,光華二路,1,1,,,0,,,0,,0,,,單全,262471,,0000000000
806,高雄市,前鎮區,光華二路,7,2,,,0,,2,0,326,0,,,"雙   2號至 326號",262471,,0002000000
802,高雄市,苓雅區,光華二路,7,2,,,0,,334,0,9998,0,,,"雙 334號以上",262471,,0334000000
812,高雄市,小港區,光陽街,0,,,,0,,,0,,0,,,全,263731,,0000000000
807,高雄市,三民區,光裕路,0,,,,0,,,0,,0,,,全,264061,,0000000000
803,高雄市,鹽埕區,光榮路,0,,,,0,,,0,,0,,,全,264901,,0000000000
813,高雄市,左營區,光興街,0,,,,0,,,0,,0,,,全,266041,,0000000000
811,高雄市,楠梓區,吉昌街,0,,,,0,,,0,,0,,,全,268261,,0000000000
807,高雄市,三民區,吉林街,0,,,,0,,,0,,0,,,全,268471,,0000000000
805,高雄市,旗津區,吉祥巷,0,,,,0,,,0,,0,,,全,269371,,0000000000
800,高雄市,新興區,同心路,0,,,,0,,,0,,0,,,全,270511,,0000000000
806,高雄市,前鎮區,同安路,0,,,,0,,,0,,0,,,全,270901,,0000000000
812,高雄市,小港區,同利路,0,,,,0,,,0,,0,,,全,270991,,0000000000
800,高雄市,新興區,同愛街,6,1,,,0,,1,0,43,0,,,"單   1號至  43號",271321,,0001000000
800,高雄市,新興區,同愛街,7,2,,,0,,2,0,58,0,,,"雙   2號至  58號",271321,,0002000000
807,高雄市,三民區,同愛街,6,1,,,0,,61,0,9999,0,,,"單  61號以上",271321,,0061000000
807,高雄市,三民區,同愛街,7,2,,,0,,62,0,9998,0,,,"雙  62號以上",271321,,0062000000
807,高雄市,三民區,同盟一路,0,,,,0,,,0,,0,,,全,271711,,0000000000
807,高雄市,三民區,同盟二路,0,,,,0,,,0,,0,,,全,271741,,0000000000
807,高雄市,三民區,同盟三路,0,,,,0,,,0,,0,,,全,271771,,0000000000
802,高雄市,苓雅區,同慶路,0,,,,0,,,0,,0,,,全,272401,,0000000000
806,高雄市,前鎮區,向榮街,0,,,,0,,,0,,0,,,全,273721,,0000000000
807,高雄市,三民區,合江街,0,,,,0,,,0,,0,,,全,275011,,0000000000
813,高雄市,左營區,合群新村,0,,,,0,,,0,,0,,,全,275761,,0000000000
806,高雄市,前鎮區,后平路,0,,,,0,,,0,,0,,,全,276031,,0000000000
806,高雄市,前鎮區,后安路,0,,,,0,,,0,,0,,,全,276091,,0000000000
806,高雄市,前鎮區,后南街,0,,,,0,,,0,,0,,,全,276241,,0000000000
803,高雄市,鹽埕區,地下街,0,,,,0,,,0,,0,,,全,xxxxxx,,0000000000
811,高雄市,楠梓區,安民街,0,,,,0,,,0,,0,,,全,280381,,0000000000
803,高雄市,鹽埕區,安石街,0,,,,0,,,0,,0,,,全,280471,,0000000000
813,高雄市,左營區,安吉街,0,,,,0,,,0,,0,,,全,280591,,0000000000
805,高雄市,旗津區,安住巷,0,,,,0,,,0,,0,,,全,281191,,0000000000
812,高雄市,小港區,安和街,0,,,,0,,,0,,0,,,全,281551,,0000000000
807,高雄市,三民區,安東街,0,,,,0,,,0,,0,,,全,282331,,0000000000
811,高雄市,楠梓區,安泰街,0,,,,0,,,0,,0,,,全,283171,,0000000000
802,高雄市,苓雅區,安康路,0,,,,0,,,0,,0,,,全,283351,,0000000000
811,高雄市,楠梓區,安通街,0,,,,0,,,0,,0,,,全,283771,,0000000000
805,高雄市,旗津區,安順巷,0,,,,0,,,0,,0,,,全,xxxxxx,,0000000000
802,高雄市,苓雅區,安業路,0,,,,0,,,0,,0,,,全,284701,,0000000000
802,高雄市,苓雅區,安溪路,0,,,,0,,,0,,0,,,全,284881,,0000000000
807,高雄市,三民區,安寧街,0,,,,0,,,0,,0,,,全,285331,,0000000000
805,高雄市,旗津區,安樂巷,0,,,,0,,,0,,0,,,全,285811,,0000000000
802,高雄市,苓雅區,安樂路,0,,,,0,,,0,,0,,,全,285931,,0000000000
802,高雄市,苓雅區,成功一路,6,1,,,0,,1,0,289,0,,,"單   1號至 289號",287431,,0001000000
802,高雄市,苓雅區,成功一路,7,2,,,0,,2,0,238,0,,,"雙   2號至 238號",287431,,0002000000
801,高雄市,前金區,成功一路,7,2,,,0,,240,0,9998,0,,,"雙 240號以上",287431,,0240000000
801,高雄市,前金區,成功一路,6,1,,,0,,291,0,9999,0,,,"單 291號以上",287431,,0291000000
806,高雄市,前鎮區,成功二路,1,1,,,0,,,0,,0,,,單全,287521,,0000000000
806,高雄市,前鎮區,成功二路,7,2,,,0,,2,0,96,0,,,"雙   2號至  96號",287521,,0002000000
802,高雄市,苓雅區,成功二路,7,2,,,0,,98,0,9998,0,,,"雙  98號以上",287521,,0098000000
804,高雄市,鼓山區,成都路,0,,,,0,,,0,,0,,,全,290161,,0000000000
812,高雄市,小港區,旭東街,0,,,,0,,,0,,0,,,全,291271,,0000000000
806,高雄市,前鎮區,旭原街,0,,,,0,,,0,,0,,,全,291301,,0000000000
807,高雄市,三民區,有光路,0,,,,0,,,0,,0,,,全,291691,,0000000000
812,高雄市,小港區,江山街,0,,,,0,,,0,,0,,,全,292471,,0000000000
802,高雄市,苓雅區,江都街,0,,,,0,,,0,,0,,,全,293431,,0000000000
806,高雄市,前鎮區,汕頭街,0,,,,0,,,0,,0,,,全,294001,,0000000000
812,高雄市,小港區,百善街,0,,,,0,,,0,,0,,,全,294751,,0000000000
800,高雄市,新興區,竹圍,W,,2,,0,,,0,,0,,,"　   2巷全",298081,,0002000000
800,高雄市,新興區,竹圍路,0,,,,0,,,0,,0,,,全,298681,,0000000000
807,高雄市,三民區,自由一路,2,2,,,0,,,0,,0,,,雙全,301141,,0000000000
807,高雄市,三民區,自由一路,6,1,,,0,,1,0,259,0,,,"單   1號至 259號",301141,,0001000000
804,高雄市,鼓山區,自由一路,6,1,,,0,,261,0,9999,0,,,"單 261號以上",301141,,0261000000
813,高雄市,左營區,自由二路,0,,,,0,,,0,,0,,,全,301201,,0000000000
813,高雄市,左營區,自由三路,0,,,,0,,,0,,0,,,全,301261,,0000000000
813,高雄市,左營區,自由四路,0,,,,0,,,0,,0,,,全,301291,,0000000000
801,高雄市,前金區,自立一路,6,1,,,0,,1,0,69,0,,,"單   1號至  69號",301621,,0001000000
800,高雄市,新興區,自立一路,7,2,,,0,,2,0,66,0,,,"雙   2號至  66號",301621,,0002000000
807,高雄市,三民區,自立一路,7,2,,,0,,68,0,9998,0,,,"雙  68號以上",301621,,0068000000
807,高雄市,三民區,自立一路,6,1,,,0,,97,0,9999,0,,,"單  97號以上",301621,,0097000000
800,高雄市,新興區,自立二路,2,2,,,0,,,0,,0,,,雙全,301681,,0000000000
800,高雄市,新興區,自立二路,6,1,,,0,,1,0,5,0,,,"單   1號至   5號",301681,,0001000000
801,高雄市,前金區,自立二路,6,1,,,0,,7,0,9999,0,,,"單   7號以上",301681,,0007000000
813,高雄市,左營區,自立新村,0,,,,0,,,0,,0,,,全,301921,,0000000000
800,高雄市,新興區,自立橫路,6,1,,,0,,1,0,49,0,,,"單   1號至  49號",302071,,0001000000
800,高雄市,新興區,自立橫路,7,2,,,0,,2,0,40,0,,,"雙   2號至  40號",302071,,0002000000
801,高雄市,前金區,自立橫路,7,2,,,0,,42,0,9998,0,,,"雙  42號以上",302071,,0042000000
801,高雄市,前金區,自立橫路,6,1,,,0,,51,0,9999,0,,,"單  51號以上",302071,,0051000000
813,高雄市,左營區,自助新村,0,,,,0,,,0,,0,,,全,302191,,0000000000
807,高雄市,三民區,自忠街,0,,,,0,,,0,,0,,,全,302341,,0000000000
805,高雄市,旗津區,自治巷,0,,,,0,,,0,,0,,,全,302431,,0000000000
813,高雄市,左營區,自治新村,0,,,,0,,,0,,0,,,全,302491,,0000000000
813,高雄市,左營區,自勉新村,0,,,,0,,,0,,0,,,全,302581,,0000000000
807,高雄市,三民區,自重街,0,,,,0,,,0,,0,,,全,302641,,0000000000
801,高雄市,前金區,自強一路,6,1,,,0,,1,0,185,0,,,"單   1號至 185號",302761,,0001000000
801,高雄市,前金區,自強一路,7,2,,,0,,2,0,190,0,,,"雙   2號至 190號",302761,,0002000000
807,高雄市,三民區,自強一路,6,1,,,0,,187,0,9999,0,,,"單 187號以上",302761,,0187000000
807,高雄市,三民區,自強一路,7,2,,,0,,200,0,9998,0,,,"雙 200號以上",302761,,0200000000
801,高雄市,前金區,自強二路,0,,,,0,,,0,,0,,,全,302821,,0000000000
802,高雄市,苓雅區,自強三路,6,1,,,0,,1,0,191,0,,,"單   1號至 191號",302881,,0001000000
802,高雄市,苓雅區,自強三路,7,2,,,0,,2,0,184,0,,,"雙   2號至 184號",302881,,0002000000
801,高雄市,前金區,自強三路,6,1,,,0,,193,0,9999,0,,,"單 193號以上",302881,,0193000000
801,高雄市,前金區,自強三路,7,2,,,0,,196,0,9998,0,,,"雙 196號以上",302881,,0196000000
811,高雄市,楠梓區,自強巷,0,,,,0,,,0,,0,,,全,303451,,0000000000
802,高雄市,苓雅區,至城路,0,,,,0,,,0,,0,,,全,xxxxxx,,0000000000
813,高雄市,左營區,至真路,0,,,,0,,,0,,0,,,全,304201,,0000000000
813,高雄市,左營區,至聖路,0,,,,0,,,0,,0,,,全,304441,,0000000000
812,高雄市,小港區,舟山一路,0,,,,0,,,0,,0,,,全,xxxxxx,,0000000000
812,高雄市,小港區,舟山二路,0,,,,0,,,0,,0,,,全,xxxxxx,,0000000000
812,高雄市,小港區,舟山三路,0,,,,0,,,0,,0,,,全,xxxxxx,,0000000000
812,高雄市,小港區,舟山四路,0,,,,0,,,0,,0,,,全,xxxxxx,,0000000000
802,高雄市,苓雅區,行仁路,0,,,,0,,,0,,0,,,全,304861,,0000000000
802,高雄市,苓雅區,行信路,0,,,,0,,,0,,0,,,全,304951,,0000000000
812,高雄市,小港區,行義街,0,,,,0,,,0,,0,,,全,305161,,0000000000
802,高雄市,苓雅區,行禮路,0,,,,0,,,0,,0,,,全,xxxxxx,,0000000000
806,高雄市,前鎮區,西甲中巷,0,,,,0,,,0,,0,,,全,307561,,0000000000
806,高雄市,前鎮區,西甲市場巷,0,,,,0,,,0,,0,,,全,xxxxxx,,0000000000
806,高雄市,前鎮區,西甲西巷,0,,,,0,,,0,,0,,,全,307591,,0000000000
806,高雄市,前鎮區,西甲南巷,0,,,,0,,,0,,0,,,全,307621,,0000000000
807,高雄市,三民區,西安街,0,,,,0,,,0,,0,,,全,308011,,0000000000
806,高雄市,前鎮區,西海街,0,,,,0,,,0,,0,,,全,311011,,0000000000
813,高雄市,左營區,西陵街,0,,,,0,,,0,,0,,,全,311581,,0000000000
804,高雄市,鼓山區,西藏街,0,,,,0,,,0,,0,,,全,314671,,0000000000
806,高雄市,前鎮區,佛中路,0,,,,0,,,0,,0,,,全,315091,,0000000000
806,高雄市,前鎮區,佛公路,0,,,,0,,,0,,0,,,全,315121,,0000000000
806,高雄市,前鎮區,佛西路,0,,,,0,,,0,,0,,,全,xxxxxx,,0000000000
806,高雄市,前鎮區,佛佑路,0,,,,0,,,0,,0,,,全,315211,,0000000000
806,高雄市,前鎮區,佛宗街,0,,,,0,,,0,,0,,,全,315241,,0000000000
806,高雄市,前鎮區,佛東路,0,,,,0,,,0,,0,,,全,315271,,0000000000
806,高雄市,前鎮區,佛南街,0,,,,0,,,0,,0,,,全,315301,,0000000000
806,高雄市,前鎮區,佛道路,0,,,,0,,,0,,0,,,全,315421,,0000000000
806,高雄市,前鎮區,佛德路,0,,,,0,,,0,,0,,,全,xxxxxx,,0000000000
807,高雄市,三民區,克武路,0,,,,0,,,0,,0,,,全,316201,,0000000000
807,高雄市,三民區,克強路,0,,,,0,,,0,,0,,,全,316231,,0000000000
812,高雄市,小港區,利昌街,0,,,,0,,,0,,0,,,全,316801,,0000000000
804,高雄市,鼓山區,吳鳳路,0,,,,0,,,0,,0,,,全,317761,,0000000000
806,高雄市,前鎮區,君毅,H,,1,12,0,,,0,,0,,,"連   1巷至  12巷",xxxxxx,,0001000000
806,高雄市,前鎮區,壯勇路,0,,,,0,,,0,,0,,,全,xxxxxx,,0000000000
812,高雄市,小港區,孝先街,0,,,,0,,,0,,0,,,全,319411,,0000000000
807,高雄市,三民區,孝順街,0,,,,0,,,0,,0,,,全,319771,,0000000000
812,高雄市,小港區,宏仁街,0,,,,0,,,0,,0,,,全,320161,,0000000000
812,高雄市,小港區,宏文路,0,,,,0,,,0,,0,,,全,320221,,0000000000
812,高雄市,小港區,宏平路,0,,,,0,,,0,,0,,,全,320281,,0000000000
812,高雄市,小港區,宏光街,0,,,,0,,,0,,0,,,全,320311,,0000000000
812,高雄市,小港區,宏泰街,0,,,,0,,,0,,0,,,全,321121,,0000000000
812,高雄市,小港區,宏裕街,0,,,,0,,,0,,0,,,全,321331,,0000000000
811,高雄市,楠梓區,宏毅一路,0,,,,0,,,0,,0,,,全,321601,,0000000000
811,高雄市,楠梓區,宏毅二路,0,,,,0,,,0,,0,,,全,321661,,0000000000
811,高雄市,楠梓區,宏毅三路,0,,,,0,,,0,,0,,,全,322291,,0000000000
812,高雄市,小港區,岐山一路,0,,,,0,,,0,,0,,,全,322681,,0000000000
812,高雄市,小港區,岐山二路,0,,,,0,,,0,,0,,,全,322711,,0000000000
807,高雄市,三民區,更新街,0,,,,0,,,0,,0,,,全,324721,,0000000000
807,高雄市,三民區,汾陽路,0,,,,0,,,0,,0,,,全,327151,,0000000000
