# link=https://github.com/ronnywang/postcode
# data_time=2012-09-11
# data_source=http://www.post.gov.tw/post/internet/down/index.html?ID=190108
# description=鄉鎮縣市別稱中英對照
#ZIPCODE,CITYAREA,CITY,AREA,ECITYAREA,ECITY,EAREA,AREA1,RMK
638,雲林麥寮鄉,雲林縣,麥寮鄉,"Mailiao Township, Yunlin County","Yunlin County","Mailiao Township",麥寮鄉,
640,斗六市,雲林縣,斗六市,"Douliu City, Yunlin County","Yunlin County","Douliu City",斗六市,V
640,雲林縣斗六市,雲林縣,斗六市,"Douliu City, Yunlin County","Yunlin County","Douliu City",斗六市,V
640,雲縣斗六市,雲林縣,斗六市,"Douliu City, Yunlin County","Yunlin County","Douliu City",斗六市,V
640,雲林斗六市,雲林縣,斗六市,"Douliu City, Yunlin County","Yunlin County","Douliu City",斗六市,V
643,雲林縣林內鄉,雲林縣,林內鄉,"Linnei Township, Yunlin County","Yunlin County","Linnei Township",林內鄉,V
643,雲林林內鄉,雲林縣,林內鄉,"Linnei Township, Yunlin County","Yunlin County","Linnei Township",林內鄉,V
643,雲縣林內鄉,雲林縣,林內鄉,"Linnei Township, Yunlin County","Yunlin County","Linnei Township",林內鄉,V
643,林內鄉,雲林縣,林內鄉,"Linnei Township, Yunlin County","Yunlin County","Linnei Township",林內鄉,V
646,古坑,雲林縣,古坑鄉,"Gukeng Township, Yunlin County","Yunlin County","Gukeng Township",古坑鄉,
646,雲林縣古坑,雲林縣,古坑鄉,"Gukeng Township, Yunlin County","Yunlin County","Gukeng Township",古坑鄉,
646,雲林古坑,雲林縣,古坑鄉,"Gukeng Township, Yunlin County","Yunlin County","Gukeng Township",古坑鄉,
646,雲縣古坑,雲林縣,古坑鄉,"Gukeng Township, Yunlin County","Yunlin County","Gukeng Township",古坑鄉,
646,雲林古坑鄉,雲林縣,古坑鄉,"Gukeng Township, Yunlin County","Yunlin County","Gukeng Township",古坑鄉,
646,古坑鄉,雲林縣,古坑鄉,"Gukeng Township, Yunlin County","Yunlin County","Gukeng Township",古坑鄉,
646,雲林縣古坑鄉,雲林縣,古坑鄉,"Gukeng Township, Yunlin County","Yunlin County","Gukeng Township",古坑鄉,
646,雲縣古坑鄉,雲林縣,古坑鄉,"Gukeng Township, Yunlin County","Yunlin County","Gukeng Township",古坑鄉,
647,雲林縣莿桐,雲林縣,莿桐鄉,"Citong Township, Yunlin County","Yunlin County","Citong Township",莿桐鄉,
647,雲縣莿桐,雲林縣,莿桐鄉,"Citong Township, Yunlin County","Yunlin County","Citong Township",莿桐鄉,
647,雲縣莿桐鄉,雲林縣,莿桐鄉,"Citong Township, Yunlin County","Yunlin County","Citong Township",莿桐鄉,
647,雲林莿桐鄉,雲林縣,莿桐鄉,"Citong Township, Yunlin County","Yunlin County","Citong Township",莿桐鄉,
647,雲林縣莿桐鄉,雲林縣,莿桐鄉,"Citong Township, Yunlin County","Yunlin County","Citong Township",莿桐鄉,
647,莿桐鄉,雲林縣,莿桐鄉,"Citong Township, Yunlin County","Yunlin County","Citong Township",莿桐鄉,
647,雲林莿桐,雲林縣,莿桐鄉,"Citong Township, Yunlin County","Yunlin County","Citong Township",莿桐鄉,
648,雲林縣西螺,雲林縣,西螺鎮,"Xiluo Township, Yunlin County","Yunlin County","Xiluo Township",西螺鎮,
648,雲縣西螺,雲林縣,西螺鎮,"Xiluo Township, Yunlin County","Yunlin County","Xiluo Township",西螺鎮,
648,雲林西螺,雲林縣,西螺鎮,"Xiluo Township, Yunlin County","Yunlin County","Xiluo Township",西螺鎮,
648,西螺鎮,雲林縣,西螺鎮,"Xiluo Township, Yunlin County","Yunlin County","Xiluo Township",西螺鎮,
648,雲林縣西螺鎮,雲林縣,西螺鎮,"Xiluo Township, Yunlin County","Yunlin County","Xiluo Township",西螺鎮,
648,雲林西螺鎮,雲林縣,西螺鎮,"Xiluo Township, Yunlin County","Yunlin County","Xiluo Township",西螺鎮,
648,西螺,雲林縣,西螺鎮,"Xiluo Township, Yunlin County","Yunlin County","Xiluo Township",西螺鎮,
648,雲縣西螺鎮,雲林縣,西螺鎮,"Xiluo Township, Yunlin County","Yunlin County","Xiluo Township",西螺鎮,
649,二崙,雲林縣,二崙鄉,"Erlun Township, Yunlin County","Yunlin County","Erlun Township",二崙鄉,
649,雲縣二崙,雲林縣,二崙鄉,"Erlun Township, Yunlin County","Yunlin County","Erlun Township",二崙鄉,
649,雲林二崙,雲林縣,二崙鄉,"Erlun Township, Yunlin County","Yunlin County","Erlun Township",二崙鄉,
649,雲林縣二崙鄉,雲林縣,二崙鄉,"Erlun Township, Yunlin County","Yunlin County","Erlun Township",二崙鄉,
649,二崙鄉,雲林縣,二崙鄉,"Erlun Township, Yunlin County","Yunlin County","Erlun Township",二崙鄉,
649,雲林二崙鄉,雲林縣,二崙鄉,"Erlun Township, Yunlin County","Yunlin County","Erlun Township",二崙鄉,
649,雲林縣二崙,雲林縣,二崙鄉,"Erlun Township, Yunlin County","Yunlin County","Erlun Township",二崙鄉,
649,雲縣二崙鄉,雲林縣,二崙鄉,"Erlun Township, Yunlin County","Yunlin County","Erlun Township",二崙鄉,
651,雲林北港,雲林縣,北港鎮,"Beigang Township, Yunlin County","Yunlin County","Beigang Township",北港鎮,
651,雲縣北港,雲林縣,北港鎮,"Beigang Township, Yunlin County","Yunlin County","Beigang Township",北港鎮,
651,雲林縣北港,雲林縣,北港鎮,"Beigang Township, Yunlin County","Yunlin County","Beigang Township",北港鎮,
651,雲林縣北港鎮,雲林縣,北港鎮,"Beigang Township, Yunlin County","Yunlin County","Beigang Township",北港鎮,
651,北港鎮,雲林縣,北港鎮,"Beigang Township, Yunlin County","Yunlin County","Beigang Township",北港鎮,
651,雲林北港鎮,雲林縣,北港鎮,"Beigang Township, Yunlin County","Yunlin County","Beigang Township",北港鎮,
651,雲縣北港鎮,雲林縣,北港鎮,"Beigang Township, Yunlin County","Yunlin County","Beigang Township",北港鎮,
652,雲縣水林鄉,雲林縣,水林鄉,"Shuilin Township, Yunlin County","Yunlin County","Shuilin Township",水林鄉,V
652,雲林水林鄉,雲林縣,水林鄉,"Shuilin Township, Yunlin County","Yunlin County","Shuilin Township",水林鄉,V
652,雲林縣水林鄉,雲林縣,水林鄉,"Shuilin Township, Yunlin County","Yunlin County","Shuilin Township",水林鄉,V
652,水林鄉,雲林縣,水林鄉,"Shuilin Township, Yunlin County","Yunlin County","Shuilin Township",水林鄉,V
653,雲林縣口湖鄉,雲林縣,口湖鄉,"Kouhu Township, Yunlin County","Yunlin County","Kouhu Township",口湖鄉,V
653,口湖鄉,雲林縣,口湖鄉,"Kouhu Township, Yunlin County","Yunlin County","Kouhu Township",口湖鄉,V
653,雲縣口湖鄉,雲林縣,口湖鄉,"Kouhu Township, Yunlin County","Yunlin County","Kouhu Township",口湖鄉,V
653,雲林口湖鄉,雲林縣,口湖鄉,"Kouhu Township, Yunlin County","Yunlin County","Kouhu Township",口湖鄉,V
654,雲林四湖,雲林縣,四湖鄉,"Sihu Township, Yunlin County","Yunlin County","Sihu Township",四湖鄉,
654,雲縣四湖,雲林縣,四湖鄉,"Sihu Township, Yunlin County","Yunlin County","Sihu Township",四湖鄉,
654,雲林縣四湖,雲林縣,四湖鄉,"Sihu Township, Yunlin County","Yunlin County","Sihu Township",四湖鄉,
654,雲林縣四湖鄉,雲林縣,四湖鄉,"Sihu Township, Yunlin County","Yunlin County","Sihu Township",四湖鄉,
654,四湖鄉,雲林縣,四湖鄉,"Sihu Township, Yunlin County","Yunlin County","Sihu Township",四湖鄉,
654,雲縣四湖鄉,雲林縣,四湖鄉,"Sihu Township, Yunlin County","Yunlin County","Sihu Township",四湖鄉,
654,雲林四湖鄉,雲林縣,四湖鄉,"Sihu Township, Yunlin County","Yunlin County","Sihu Township",四湖鄉,
655,元長,雲林縣,元長鄉,"Yuanchang Township, Yunlin County","Yunlin County","Yuanchang Township",元長鄉,
655,雲林元長,雲林縣,元長鄉,"Yuanchang Township, Yunlin County","Yunlin County","Yuanchang Township",元長鄉,
655,雲縣元長,雲林縣,元長鄉,"Yuanchang Township, Yunlin County","Yunlin County","Yuanchang Township",元長鄉,
655,雲林縣元長,雲林縣,元長鄉,"Yuanchang Township, Yunlin County","Yunlin County","Yuanchang Township",元長鄉,
655,雲林縣元長鄉,雲林縣,元長鄉,"Yuanchang Township, Yunlin County","Yunlin County","Yuanchang Township",元長鄉,
655,元長鄉,雲林縣,元長鄉,"Yuanchang Township, Yunlin County","Yunlin County","Yuanchang Township",元長鄉,
655,雲縣元長鄉,雲林縣,元長鄉,"Yuanchang Township, Yunlin County","Yunlin County","Yuanchang Township",元長鄉,
655,雲林元長鄉,雲林縣,元長鄉,"Yuanchang Township, Yunlin County","Yunlin County","Yuanchang Township",元長鄉,
700,台南西區,台南市,中西區,"West Central Dist., Tainan City","Tainan City","West Central Dist.",台南市,
700,南市西區,台南市,中西區,"West Central Dist., Tainan City","Tainan City","West Central Dist.",台南市,
700,台南市西區,台南市,中西區,"West Central Dist., Tainan City","Tainan City","West Central Dist.",台南市,
700,台南市中區,台南市,中西區,"West Central Dist., Tainan City","Tainan City","West Central Dist.",台南市,
700,台南中區,台南市,中西區,"West Central Dist., Tainan City","Tainan City","West Central Dist.",台南市,
700,南市中區,台南市,中西區,"West Central Dist., Tainan City","Tainan City","West Central Dist.",台南市,
700,中西區,台南市,中西區,"West Central Dist., Tainan City","Tainan City","West Central Dist.",台南市,
700,台南市中西區,台南市,中西區,"West Central Dist., Tainan City","Tainan City","West Central Dist.",台南市,
700,台南中西區,台南市,中西區,"West Central Dist., Tainan City","Tainan City","West Central Dist.",台南市,
700,南市中西區,台南市,中西區,"West Central Dist., Tainan City","Tainan City","West Central Dist.",台南市,
700,台南縣中西區,台南市,中西區,"West Central Dist., Tainan City","Tainan City","West Central Dist.",台南市,
700,南縣中西區,台南市,中西區,"West Central Dist., Tainan City","Tainan City","West Central Dist.",台南市,
700,台南縣西區,台南市,中西區,"West Central Dist., Tainan City","Tainan City","West Central Dist.",台南市,
700,台南縣中區,台南市,中西區,"West Central Dist., Tainan City","Tainan City","West Central Dist.",台南市,
701,南市東區,台南市,東區,"East Dist., Tainan City","Tainan City","East Dist.",台南市,
701,台南東區,台南市,東區,"East Dist., Tainan City","Tainan City","East Dist.",台南市,
701,台南市東區,台南市,東區,"East Dist., Tainan City","Tainan City","East Dist.",台南市,
701,台南縣東區,台南市,東區,"East Dist., Tainan City","Tainan City","East Dist.",台南市,
701,南縣東區,台南市,東區,"East Dist., Tainan City","Tainan City","East Dist.",台南市,
702,台南南區,台南市,南區,"South Dist., Tainan City","Tainan City","South Dist.",台南市,
702,南市南區,台南市,南區,"South Dist., Tainan City","Tainan City","South Dist.",台南市,
702,台南市南區,台南市,南區,"South Dist., Tainan City","Tainan City","South Dist.",台南市,
702,台南縣南區,台南市,南區,"South Dist., Tainan City","Tainan City","South Dist.",台南市,
702,南縣南區,台南市,南區,"South Dist., Tainan City","Tainan City","South Dist.",台南市,
704,台南市北區,台南市,北區,"North Dist., Tainan City","Tainan City","North Dist.",台南市,
704,台南北區,台南市,北區,"North Dist., Tainan City","Tainan City","North Dist.",台南市,
704,南市北區,台南市,北區,"North Dist., Tainan City","Tainan City","North Dist.",台南市,
704,台南縣北區,台南市,北區,"North Dist., Tainan City","Tainan City","North Dist.",台南市,
704,南縣北區,台南市,北區,"North Dist., Tainan City","Tainan City","North Dist.",台南市,
708,安平區,台南市,安平區,"Anping Dist., Tainan City","Tainan City","Anping Dist.",台南市,V
708,南市安平區,台南市,安平區,"Anping Dist., Tainan City","Tainan City","Anping Dist.",台南市,V
708,台南安平區,台南市,安平區,"Anping Dist., Tainan City","Tainan City","Anping Dist.",台南市,V
708,台南市安平區,台南市,安平區,"Anping Dist., Tainan City","Tainan City","Anping Dist.",台南市,V
708,台南縣安平區,台南市,安平區,"Anping Dist., Tainan City","Tainan City","Anping Dist.",台南市,V
708,南縣安平區,台南市,安平區,"Anping Dist., Tainan City","Tainan City","Anping Dist.",台南市,V
709,安南區,台南市,安南區,"Annan Dist., Tainan City","Tainan City","Annan Dist.",台南市,
709,台南安南區,台南市,安南區,"Annan Dist., Tainan City","Tainan City","Annan Dist.",台南市,
709,南市安南區,台南市,安南區,"Annan Dist., Tainan City","Tainan City","Annan Dist.",台南市,
709,台南安南,台南市,安南區,"Annan Dist., Tainan City","Tainan City","Annan Dist.",台南市,
709,台南市安南,台南市,安南區,"Annan Dist., Tainan City","Tainan City","Annan Dist.",台南市,
709,台南市安南區,台南市,安南區,"Annan Dist., Tainan City","Tainan City","Annan Dist.",台南市,
709,南市安南,台南市,安南區,"Annan Dist., Tainan City","Tainan City","Annan Dist.",台南市,
709,台南縣安南區,台南市,安南區,"Annan Dist., Tainan City","Tainan City","Annan Dist.",台南市,
709,南縣安南區,台南市,安南區,"Annan Dist., Tainan City","Tainan City","Annan Dist.",台南市,
710,台南市永康區,台南市,永康區,"Yongkang Dist., Tainan City","Tainan City","Yongkang Dist.",永康區,V
710,南市永康區,台南市,永康區,"Yongkang Dist., Tainan City","Tainan City","Yongkang Dist.",永康區,V
710,台南永康區,台南市,永康區,"Yongkang Dist., Tainan City","Tainan City","Yongkang Dist.",永康區,V
710,永康區,台南市,永康區,"Yongkang Dist., Tainan City","Tainan City","Yongkang Dist.",永康區,V
710,台南縣永康市,台南市,永康區,"Yongkang Dist., Tainan City","Tainan City","Yongkang Dist.",永康區,V
710,南縣永康市,台南市,永康區,"Yongkang Dist., Tainan City","Tainan City","Yongkang Dist.",永康區,V
710,台南永康市,台南市,永康區,"Yongkang Dist., Tainan City","Tainan City","Yongkang Dist.",永康區,V
710,永康市,台南市,永康區,"Yongkang Dist., Tainan City","Tainan City","Yongkang Dist.",永康區,V
710,台南縣永康區,台南市,永康區,"Yongkang Dist., Tainan City","Tainan City","Yongkang Dist.",永康區,V
710,南縣永康區,台南市,永康區,"Yongkang Dist., Tainan City","Tainan City","Yongkang Dist.",永康區,V
711,南市歸仁區,台南市,歸仁區,"Guiren Dist., Tainan City","Tainan City","Guiren Dist.",歸仁區,V
711,台南市歸仁區,台南市,歸仁區,"Guiren Dist., Tainan City","Tainan City","Guiren Dist.",歸仁區,V
711,歸仁區,台南市,歸仁區,"Guiren Dist., Tainan City","Tainan City","Guiren Dist.",歸仁區,V
711,台南歸仁區,台南市,歸仁區,"Guiren Dist., Tainan City","Tainan City","Guiren Dist.",歸仁區,V
711,南縣歸仁鄉,台南市,歸仁區,"Guiren Dist., Tainan City","Tainan City","Guiren Dist.",歸仁區,V
711,台南縣歸仁鄉,台南市,歸仁區,"Guiren Dist., Tainan City","Tainan City","Guiren Dist.",歸仁區,V
711,歸仁鄉,台南市,歸仁區,"Guiren Dist., Tainan City","Tainan City","Guiren Dist.",歸仁區,V
711,台南歸仁鄉,台南市,歸仁區,"Guiren Dist., Tainan City","Tainan City","Guiren Dist.",歸仁區,V
711,台南縣歸仁區,台南市,歸仁區,"Guiren Dist., Tainan City","Tainan City","Guiren Dist.",歸仁區,V
711,南縣歸仁區,台南市,歸仁區,"Guiren Dist., Tainan City","Tainan City","Guiren Dist.",歸仁區,V
712,台南新化,台南市,新化區,"Xinhua Dist., Tainan City","Tainan City","Xinhua Dist.",新化區,
712,南市新化,台南市,新化區,"Xinhua Dist., Tainan City","Tainan City","Xinhua Dist.",新化區,
712,台南市新化,台南市,新化區,"Xinhua Dist., Tainan City","Tainan City","Xinhua Dist.",新化區,
712,新化區,台南市,新化區,"Xinhua Dist., Tainan City","Tainan City","Xinhua Dist.",新化區,
712,台南市新化區,台南市,新化區,"Xinhua Dist., Tainan City","Tainan City","Xinhua Dist.",新化區,
712,南市新化區,台南市,新化區,"Xinhua Dist., Tainan City","Tainan City","Xinhua Dist.",新化區,
712,台南新化區,台南市,新化區,"Xinhua Dist., Tainan City","Tainan City","Xinhua Dist.",新化區,
712,南縣新化,台南市,新化區,"Xinhua Dist., Tainan City","Tainan City","Xinhua Dist.",新化區,
712,台南縣新化,台南市,新化區,"Xinhua Dist., Tainan City","Tainan City","Xinhua Dist.",新化區,
712,新化鎮,台南市,新化區,"Xinhua Dist., Tainan City","Tainan City","Xinhua Dist.",新化區,
712,台南縣新化鎮,台南市,新化區,"Xinhua Dist., Tainan City","Tainan City","Xinhua Dist.",新化區,
712,南縣新化鎮,台南市,新化區,"Xinhua Dist., Tainan City","Tainan City","Xinhua Dist.",新化區,
712,台南新化鎮,台南市,新化區,"Xinhua Dist., Tainan City","Tainan City","Xinhua Dist.",新化區,
712,台南縣新化區,台南市,新化區,"Xinhua Dist., Tainan City","Tainan City","Xinhua Dist.",新化區,
712,南縣新化區,台南市,新化區,"Xinhua Dist., Tainan City","Tainan City","Xinhua Dist.",新化區,
713,台南左鎮,台南市,左鎮區,"Zuozhen Dist., Tainan City","Tainan City","Zuozhen Dist.",左鎮區,V
713,南市左鎮,台南市,左鎮區,"Zuozhen Dist., Tainan City","Tainan City","Zuozhen Dist.",左鎮區,V
713,台南市左區,台南市,左鎮區,"Zuozhen Dist., Tainan City","Tainan City","Zuozhen Dist.",左鎮區,V
713,台南市左鎮區,台南市,左鎮區,"Zuozhen Dist., Tainan City","Tainan City","Zuozhen Dist.",左鎮區,V
713,左鎮區,台南市,左鎮區,"Zuozhen Dist., Tainan City","Tainan City","Zuozhen Dist.",左鎮區,V
713,南市左鎮區,台南市,左鎮區,"Zuozhen Dist., Tainan City","Tainan City","Zuozhen Dist.",左鎮區,V
713,台南左鎮區,台南市,左鎮區,"Zuozhen Dist., Tainan City","Tainan City","Zuozhen Dist.",左鎮區,V
713,南縣左鎮,台南市,左鎮區,"Zuozhen Dist., Tainan City","Tainan City","Zuozhen Dist.",左鎮區,V
713,台南縣左鎮,台南市,左鎮區,"Zuozhen Dist., Tainan City","Tainan City","Zuozhen Dist.",左鎮區,V
713,台南縣左鎮鄉,台南市,左鎮區,"Zuozhen Dist., Tainan City","Tainan City","Zuozhen Dist.",左鎮區,V
713,左鎮鄉,台南市,左鎮區,"Zuozhen Dist., Tainan City","Tainan City","Zuozhen Dist.",左鎮區,V
713,南縣左鎮鄉,台南市,左鎮區,"Zuozhen Dist., Tainan City","Tainan City","Zuozhen Dist.",左鎮區,V
713,台南左鎮鄉,台南市,左鎮區,"Zuozhen Dist., Tainan City","Tainan City","Zuozhen Dist.",左鎮區,V
713,台南縣左鎮區,台南市,左鎮區,"Zuozhen Dist., Tainan City","Tainan City","Zuozhen Dist.",左鎮區,V
713,南縣左鎮區,台南市,左鎮區,"Zuozhen Dist., Tainan City","Tainan City","Zuozhen Dist.",左鎮區,V
714,南市玉井,台南市,玉井區,"Yujing Dist., Tainan City","Tainan City","Yujing Dist.",玉井區,
714,台南玉井,台南市,玉井區,"Yujing Dist., Tainan City","Tainan City","Yujing Dist.",玉井區,
714,台南市玉井,台南市,玉井區,"Yujing Dist., Tainan City","Tainan City","Yujing Dist.",玉井區,
714,台南市玉井區,台南市,玉井區,"Yujing Dist., Tainan City","Tainan City","Yujing Dist.",玉井區,
714,玉井區,台南市,玉井區,"Yujing Dist., Tainan City","Tainan City","Yujing Dist.",玉井區,
714,台南玉井區,台南市,玉井區,"Yujing Dist., Tainan City","Tainan City","Yujing Dist.",玉井區,
714,南市玉井區,台南市,玉井區,"Yujing Dist., Tainan City","Tainan City","Yujing Dist.",玉井區,
714,南縣玉井,台南市,玉井區,"Yujing Dist., Tainan City","Tainan City","Yujing Dist.",玉井區,
714,台南縣玉井,台南市,玉井區,"Yujing Dist., Tainan City","Tainan City","Yujing Dist.",玉井區,
714,台南縣玉井鄉,台南市,玉井區,"Yujing Dist., Tainan City","Tainan City","Yujing Dist.",玉井區,
714,玉井鄉,台南市,玉井區,"Yujing Dist., Tainan City","Tainan City","Yujing Dist.",玉井區,
714,台南玉井鄉,台南市,玉井區,"Yujing Dist., Tainan City","Tainan City","Yujing Dist.",玉井區,
714,南縣玉井鄉,台南市,玉井區,"Yujing Dist., Tainan City","Tainan City","Yujing Dist.",玉井區,
714,台南縣玉井區,台南市,玉井區,"Yujing Dist., Tainan City","Tainan City","Yujing Dist.",玉井區,
714,南縣玉井區,台南市,玉井區,"Yujing Dist., Tainan City","Tainan City","Yujing Dist.",玉井區,
715,台南市楠西,台南市,楠西區,"Nanxi Dist., Tainan City","Tainan City","Nanxi Dist.",楠西區,
715,台南市楠西區,台南市,楠西區,"Nanxi Dist., Tainan City","Tainan City","Nanxi Dist.",楠西區,
715,台南楠西區,台南市,楠西區,"Nanxi Dist., Tainan City","Tainan City","Nanxi Dist.",楠西區,
715,南市楠西區,台南市,楠西區,"Nanxi Dist., Tainan City","Tainan City","Nanxi Dist.",楠西區,
715,楠西區,台南市,楠西區,"Nanxi Dist., Tainan City","Tainan City","Nanxi Dist.",楠西區,
715,楠西,台南市,楠西區,"Nanxi Dist., Tainan City","Tainan City","Nanxi Dist.",楠西區,
715,南市楠西,台南市,楠西區,"Nanxi Dist., Tainan City","Tainan City","Nanxi Dist.",楠西區,
715,台南楠西,台南市,楠西區,"Nanxi Dist., Tainan City","Tainan City","Nanxi Dist.",楠西區,
715,台南縣楠西,台南市,楠西區,"Nanxi Dist., Tainan City","Tainan City","Nanxi Dist.",楠西區,
715,台南縣楠西鄉,台南市,楠西區,"Nanxi Dist., Tainan City","Tainan City","Nanxi Dist.",楠西區,
715,台南楠西鄉,台南市,楠西區,"Nanxi Dist., Tainan City","Tainan City","Nanxi Dist.",楠西區,
715,南縣楠西鄉,台南市,楠西區,"Nanxi Dist., Tainan City","Tainan City","Nanxi Dist.",楠西區,
715,楠西鄉,台南市,楠西區,"Nanxi Dist., Tainan City","Tainan City","Nanxi Dist.",楠西區,
715,南縣楠西,台南市,楠西區,"Nanxi Dist., Tainan City","Tainan City","Nanxi Dist.",楠西區,
715,台南縣楠西區,台南市,楠西區,"Nanxi Dist., Tainan City","Tainan City","Nanxi Dist.",楠西區,
715,南縣楠西區,台南市,楠西區,"Nanxi Dist., Tainan City","Tainan City","Nanxi Dist.",楠西區,
716,南市南化區,台南市,南化區,"Nanhua Dist., Tainan City","Tainan City","Nanhua Dist.",南化區,V
716,南化區,台南市,南化區,"Nanhua Dist., Tainan City","Tainan City","Nanhua Dist.",南化區,V
716,台南南化區,台南市,南化區,"Nanhua Dist., Tainan City","Tainan City","Nanhua Dist.",南化區,V
716,台南市南化區,台南市,南化區,"Nanhua Dist., Tainan City","Tainan City","Nanhua Dist.",南化區,V
716,南縣南化鄉,台南市,南化區,"Nanhua Dist., Tainan City","Tainan City","Nanhua Dist.",南化區,V
716,南化鄉,台南市,南化區,"Nanhua Dist., Tainan City","Tainan City","Nanhua Dist.",南化區,V
716,台南南化鄉,台南市,南化區,"Nanhua Dist., Tainan City","Tainan City","Nanhua Dist.",南化區,V
716,台南縣南化鄉,台南市,南化區,"Nanhua Dist., Tainan City","Tainan City","Nanhua Dist.",南化區,V
716,台南縣南化區,台南市,南化區,"Nanhua Dist., Tainan City","Tainan City","Nanhua Dist.",南化區,V
716,南縣南化區,台南市,南化區,"Nanhua Dist., Tainan City","Tainan City","Nanhua Dist.",南化區,V
717,台南市仁德區,台南市,仁德區,"Rende Dist., Tainan City","Tainan City","Rende Dist.",仁德區,V
717,仁德區,台南市,仁德區,"Rende Dist., Tainan City","Tainan City","Rende Dist.",仁德區,V
717,台南仁德區,台南市,仁德區,"Rende Dist., Tainan City","Tainan City","Rende Dist.",仁德區,V
717,南市仁德區,台南市,仁德區,"Rende Dist., Tainan City","Tainan City","Rende Dist.",仁德區,V
717,台南縣仁德鄉,台南市,仁德區,"Rende Dist., Tainan City","Tainan City","Rende Dist.",仁德區,V
717,仁德鄉,台南市,仁德區,"Rende Dist., Tainan City","Tainan City","Rende Dist.",仁德區,V
717,台南仁德鄉,台南市,仁德區,"Rende Dist., Tainan City","Tainan City","Rende Dist.",仁德區,V
717,南縣仁德鄉,台南市,仁德區,"Rende Dist., Tainan City","Tainan City","Rende Dist.",仁德區,V
717,台南縣仁德區,台南市,仁德區,"Rende Dist., Tainan City","Tainan City","Rende Dist.",仁德區,V
717,南縣仁德區,台南市,仁德區,"Rende Dist., Tainan City","Tainan City","Rende Dist.",仁德區,V
718,台南市關廟,台南市,關廟區,"Guanmiao Dist., Tainan City","Tainan City","Guanmiao Dist.",關廟區,
718,南市關廟,台南市,關廟區,"Guanmiao Dist., Tainan City","Tainan City","Guanmiao Dist.",關廟區,
718,南市關廟區,台南市,關廟區,"Guanmiao Dist., Tainan City","Tainan City","Guanmiao Dist.",關廟區,
718,台南關廟,台南市,關廟區,"Guanmiao Dist., Tainan City","Tainan City","Guanmiao Dist.",關廟區,
718,台南關廟區,台南市,關廟區,"Guanmiao Dist., Tainan City","Tainan City","Guanmiao Dist.",關廟區,
718,關廟區,台南市,關廟區,"Guanmiao Dist., Tainan City","Tainan City","Guanmiao Dist.",關廟區,
718,台南市關廟區,台南市,關廟區,"Guanmiao Dist., Tainan City","Tainan City","Guanmiao Dist.",關廟區,
718,關廟,台南市,關廟區,"Guanmiao Dist., Tainan City","Tainan City","Guanmiao Dist.",關廟區,
718,台南縣關廟,台南市,關廟區,"Guanmiao Dist., Tainan City","Tainan City","Guanmiao Dist.",關廟區,
718,南縣關廟,台南市,關廟區,"Guanmiao Dist., Tainan City","Tainan City","Guanmiao Dist.",關廟區,
718,南縣關廟鄉,台南市,關廟區,"Guanmiao Dist., Tainan City","Tainan City","Guanmiao Dist.",關廟區,
718,台南關廟鄉,台南市,關廟區,"Guanmiao Dist., Tainan City","Tainan City","Guanmiao Dist.",關廟區,
718,關廟鄉,台南市,關廟區,"Guanmiao Dist., Tainan City","Tainan City","Guanmiao Dist.",關廟區,
718,台南縣關廟鄉,台南市,關廟區,"Guanmiao Dist., Tainan City","Tainan City","Guanmiao Dist.",關廟區,
718,台南縣關廟區,台南市,關廟區,"Guanmiao Dist., Tainan City","Tainan City","Guanmiao Dist.",關廟區,
718,南縣關廟區,台南市,關廟區,"Guanmiao Dist., Tainan City","Tainan City","Guanmiao Dist.",關廟區,
719,南市龍崎,台南市,龍崎區,"Longqi Dist., Tainan City","Tainan City","Longqi Dist.",龍崎區,
719,台南龍崎區,台南市,龍崎區,"Longqi Dist., Tainan City","Tainan City","Longqi Dist.",龍崎區,
719,南市龍崎區,台南市,龍崎區,"Longqi Dist., Tainan City","Tainan City","Longqi Dist.",龍崎區,
719,龍崎區,台南市,龍崎區,"Longqi Dist., Tainan City","Tainan City","Longqi Dist.",龍崎區,
719,台南市龍崎區,台南市,龍崎區,"Longqi Dist., Tainan City","Tainan City","Longqi Dist.",龍崎區,
719,台南龍崎,台南市,龍崎區,"Longqi Dist., Tainan City","Tainan City","Longqi Dist.",龍崎區,
719,台南市龍崎,台南市,龍崎區,"Longqi Dist., Tainan City","Tainan City","Longqi Dist.",龍崎區,
719,龍崎,台南市,龍崎區,"Longqi Dist., Tainan City","Tainan City","Longqi Dist.",龍崎區,
719,南縣龍崎,台南市,龍崎區,"Longqi Dist., Tainan City","Tainan City","Longqi Dist.",龍崎區,
719,台南龍崎鄉,台南市,龍崎區,"Longqi Dist., Tainan City","Tainan City","Longqi Dist.",龍崎區,
719,南縣龍崎鄉,台南市,龍崎區,"Longqi Dist., Tainan City","Tainan City","Longqi Dist.",龍崎區,
719,龍崎鄉,台南市,龍崎區,"Longqi Dist., Tainan City","Tainan City","Longqi Dist.",龍崎區,
719,台南縣龍崎鄉,台南市,龍崎區,"Longqi Dist., Tainan City","Tainan City","Longqi Dist.",龍崎區,
719,台南縣龍崎,台南市,龍崎區,"Longqi Dist., Tainan City","Tainan City","Longqi Dist.",龍崎區,
719,台南縣龍崎區,台南市,龍崎區,"Longqi Dist., Tainan City","Tainan City","Longqi Dist.",龍崎區,
